Date,Produk,Kategori_MAE,Actual_Sales,Predicted_Sales,Error,Absolute_Error
2025-12-17,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-18,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-19,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-20,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-21,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-22,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-23,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-24,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-25,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-26,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-27,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-28,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-29,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-30,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
2025-12-31,GB-TP-TV,menengah,0.0,0.01,-0.01,0.01
